ts_ns,ts_iso,raw_json
18614741791,2025-10-04T12:35:38.781,"{""time"": 4.79, ""distance"": 17.4, ""spm"": 22, ""power"": 128, ""pace"": 139.8361177601746, ""calhr"": 740.5248, ""calories"": 0, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
18888645458,2025-10-04T12:35:39.055,"{""time"": 5.06, ""distance"": 18.3, ""spm"": 22, ""power"": 128, ""pace"": 139.8361177601746, ""calhr"": 740.5248, ""calories"": 0, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
19154727958,2025-10-04T12:35:39.321,"{""time"": 5.34, ""distance"": 19.3, ""spm"": 22, ""power"": 128, ""pace"": 139.8361177601746, ""calhr"": 740.5248, ""calories"": 0, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
19428696791,2025-10-04T12:35:39.595,"{""time"": 5.62, ""distance"": 20.3, ""spm"": 22, ""power"": 128, ""pace"": 139.8361177601746, ""calhr"": 740.5248, ""calories"": 0, ""heartrate"": 0, ""forceplot"": [38, 38, 60, 82, 90, 90, 96, 98, 103, 103, 103, 100, 104], ""strokestate"": ""Drive"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
19700655500,2025-10-04T12:35:39.867,"{""time"": 5.9, ""distance"": 21.4, ""spm"": 22, ""power"": 128, ""pace"": 139.8361177601746, ""calhr"": 740.5248, ""calories"": 0, ""heartrate"": 0, ""forceplot"": [104, 110, 116, 119, 123, 133, 133, 140, 143, 148, 144, 149, 144, 146, 146, 148], ""strokestate"": ""Drive"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
19966725583,2025-10-04T12:35:40.133,"{""time"": 6.17, ""distance"": 22.7, ""spm"": 22, ""power"": 175, ""pace"": 125.99210498948732, ""calhr"": 902.2800000000001, ""calories"": 1, ""heartrate"": 0, ""forceplot"": [146, 145, 137, 131, 126, 124, 120, 114, 104, 98, 89, 76, 62, 46, 30, 17], ""strokestate"": ""Dwelling"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
20232641625,2025-10-04T12:35:40.399,"{""time"": 6.42, ""distance"": 23.9, ""spm"": 22, ""power"": 175, ""pace"": 125.99210498948732, ""calhr"": 902.2800000000001, ""calories"": 1, ""heartrate"": 0, ""forceplot"": [3], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
20506635458,2025-10-04T12:35:40.673,"{""time"": 6.69, ""distance"": 25.1, ""spm"": 22, ""power"": 175, ""pace"": 125.99210498948732, ""calhr"": 902.2800000000001, ""calories"": 1, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
20778657833,2025-10-04T12:35:40.945,"{""time"": 6.96, ""distance"": 26.2, ""spm"": 22, ""power"": 175, ""pace"": 125.99210498948732, ""calhr"": 902.2800000000001, ""calories"": 1, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
21052718416,2025-10-04T12:35:41.219,"{""time"": 7.24, ""distance"": 27.3, ""spm"": 22, ""power"": 175, ""pace"": 125.99210498948732, ""calhr"": 902.2800000000001, ""calories"": 1, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
21326648125,2025-10-04T12:35:41.493,"{""time"": 7.51, ""distance"": 28.4, ""spm"": 22, ""power"": 175, ""pace"": 125.99210498948732, ""calhr"": 902.2800000000001, ""calories"": 1, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
21598658541,2025-10-04T12:35:41.765,"{""time"": 7.79, ""distance"": 29.5, ""spm"": 22, ""power"": 175, ""pace"": 125.99210498948732, ""calhr"": 902.2800000000001, ""calories"": 1, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
21866705666,2025-10-04T12:35:42.033,"{""time"": 8.04, ""distance"": 30.4, ""spm"": 22, ""power"": 175, ""pace"": 125.99210498948732, ""calhr"": 902.2800000000001, ""calories"": 1, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
22138629708,2025-10-04T12:35:42.305,"{""time"": 8.33, ""distance"": 31.4, ""spm"": 22, ""power"": 175, ""pace"": 125.99210498948732, ""calhr"": 902.2800000000001, ""calories"": 1, ""heartrate"": 0, ""forceplot"": [32, 32, 60, 76, 83, 83, 85, 88, 90, 87, 87, 87], ""strokestate"": ""Drive"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
22412711083,2025-10-04T12:35:42.579,"{""time"": 8.61, ""distance"": 32.6, ""spm"": 22, ""power"": 175, ""pace"": 125.99210498948732, ""calhr"": 902.2800000000001, ""calories"": 1, ""heartrate"": 0, ""forceplot"": [90, 96, 101, 101, 102, 110, 116, 122, 126, 126, 127, 136, 135, 138, 133, 132], ""strokestate"": ""Drive"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
22684635541,2025-10-04T12:35:42.851,"{""time"": 8.87, ""distance"": 33.8, ""spm"": 22, ""power"": 193, ""pace"": 121.94675412269214, ""calhr"": 964.2288000000001, ""calories"": 2, ""heartrate"": 0, ""forceplot"": [130, 127, 127, 125, 125, 122, 123, 115, 111, 103, 98, 94, 81, 71, 61, 49], ""strokestate"": ""Dwelling"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
22950655375,2025-10-04T12:35:43.117,"{""time"": 9.13, ""distance"": 35.0, ""spm"": 22, ""power"": 193, ""pace"": 121.94675412269214, ""calhr"": 964.2288000000001, ""calories"": 2, ""heartrate"": 0, ""forceplot"": [33, 21, 10, 10], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
23224740208,2025-10-04T12:35:43.391,"{""time"": 9.41, ""distance"": 36.2, ""spm"": 22, ""power"": 193, ""pace"": 121.94675412269214, ""calhr"": 964.2288000000001, ""calories"": 2, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
23498656208,2025-10-04T12:35:43.665,"{""time"": 9.68, ""distance"": 37.3, ""spm"": 22, ""power"": 193, ""pace"": 121.94675412269214, ""calhr"": 964.2288000000001, ""calories"": 2, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
23772717791,2025-10-04T12:35:43.939,"{""time"": 9.96, ""distance"": 38.5, ""spm"": 22, ""power"": 193, ""pace"": 121.94675412269214, ""calhr"": 964.2288000000001, ""calories"": 2, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
24036626458,2025-10-04T12:35:44.203,"{""time"": 10.23, ""distance"": 39.5, ""spm"": 22, ""power"": 193, ""pace"": 121.94675412269214, ""calhr"": 964.2288000000001, ""calories"": 2, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
24310632208,2025-10-04T12:35:44.477,"{""time"": 10.49, ""distance"": 40.5, ""spm"": 22, ""power"": 193, ""pace"": 121.94675412269214, ""calhr"": 964.2288000000001, ""calories"": 2, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
24584660625,2025-10-04T12:35:44.751,"{""time"": 10.76, ""distance"": 41.5, ""spm"": 22, ""power"": 193, ""pace"": 121.94675412269214, ""calhr"": 964.2288000000001, ""calories"": 2, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
24856730666,2025-10-04T12:35:45.023,"{""time"": 11.04, ""distance"": 42.5, ""spm"": 22, ""power"": 193, ""pace"": 121.94675412269214, ""calhr"": 964.2288000000001, ""calories"": 2, ""heartrate"": 0, ""forceplot"": [23, 23, 49, 74, 91, 103, 103, 106, 104, 107, 107, 109, 116, 114, 119, 119], ""strokestate"": ""Drive"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
25130700666,2025-10-04T12:35:45.297,"{""time"": 11.32, ""distance"": 43.7, ""spm"": 22, ""power"": 193, ""pace"": 121.94675412269214, ""calhr"": 964.2288000000001, ""calories"": 2, ""heartrate"": 0, ""forceplot"": [119, 130, 138, 145, 147, 147, 150, 152, 152, 153, 150, 151, 147, 146, 145, 141], ""strokestate"": ""Drive"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
25404635750,2025-10-04T12:35:45.571,"{""time"": 11.59, ""distance"": 45.0, ""spm"": 23, ""power"": 197, ""pace"": 121.11574531655695, ""calhr"": 977.9952000000001, ""calories"": 2, ""heartrate"": 0, ""forceplot"": [137, 126, 125, 120, 117, 107, 101, 95, 82, 65, 45, 33, 22], ""strokestate"": ""Dwelling"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
25678660791,2025-10-04T12:35:45.845,"{""time"": 11.86, ""distance"": 46.3, ""spm"": 23, ""power"": 197, ""pace"": 121.11574531655695, ""calhr"": 977.9952000000001, ""calories"": 2, ""heartrate"": 0, ""forceplot"": [8], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
25950615875,2025-10-04T12:35:46.117,"{""time"": 12.15, ""distance"": 47.6, ""spm"": 23, ""power"": 197, ""pace"": 121.11574531655695, ""calhr"": 977.9952000000001, ""calories"": 2, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
26216680583,2025-10-04T12:35:46.383,"{""time"": 12.41, ""distance"": 48.7, ""spm"": 23, ""power"": 197, ""pace"": 121.11574531655695, ""calhr"": 977.9952000000001, ""calories"": 2, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
26482656458,2025-10-04T12:35:46.649,"{""time"": 12.67, ""distance"": 49.8, ""spm"": 23, ""power"": 197, ""pace"": 121.11574531655695, ""calhr"": 977.9952000000001, ""calories"": 2, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
26756636000,2025-10-04T12:35:46.923,"{""time"": 12.93, ""distance"": 50.8, ""spm"": 23, ""power"": 197, ""pace"": 121.11574531655695, ""calhr"": 977.9952000000001, ""calories"": 2, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
27028645458,2025-10-04T12:35:47.195,"{""time"": 13.21, ""distance"": 51.9, ""spm"": 23, ""power"": 197, ""pace"": 121.11574531655695, ""calhr"": 977.9952000000001, ""calories"": 2, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
27302635583,2025-10-04T12:35:47.469,"{""time"": 13.48, ""distance"": 52.9, ""spm"": 23, ""power"": 197, ""pace"": 121.11574531655695, ""calhr"": 977.9952000000001, ""calories"": 2, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
27568655166,2025-10-04T12:35:47.735,"{""time"": 13.75, ""distance"": 53.9, ""spm"": 23, ""power"": 197, ""pace"": 121.11574531655695, ""calhr"": 977.9952000000001, ""calories"": 2, ""heartrate"": 0, ""forceplot"": [43, 77, 77, 99, 109, 112, 113, 113, 116, 116, 115, 114, 114, 118, 121, 129], ""strokestate"": ""Drive"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
27842648291,2025-10-04T12:35:48.009,"{""time"": 14.03, ""distance"": 55.2, ""spm"": 23, ""power"": 197, ""pace"": 121.11574531655695, ""calhr"": 977.9952000000001, ""calories"": 2, ""heartrate"": 0, ""forceplot"": [129, 134, 137, 141, 145, 145, 142, 145, 143, 144, 141, 143, 144, 144, 140, 135], ""strokestate"": ""Drive"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
28114632333,2025-10-04T12:35:48.281,"{""time"": 14.31, ""distance"": 56.6, ""spm"": 22, ""power"": 212, ""pace"": 118.1890915440647, ""calhr"": 1029.6192, ""calories"": 3, ""heartrate"": 0, ""forceplot"": [136, 119, 122, 110, 115, 103, 96, 89, 80, 66, 51, 35, 20], ""strokestate"": ""Dwelling"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
28380671375,2025-10-04T12:35:48.547,"{""time"": 14.58, ""distance"": 57.9, ""spm"": 22, ""power"": 212, ""pace"": 118.1890915440647, ""calhr"": 1029.6192, ""calories"": 3, ""heartrate"": 0, ""forceplot"": [14], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
28646648708,2025-10-04T12:35:48.813,"{""time"": 14.83, ""distance"": 59.0, ""spm"": 22, ""power"": 212, ""pace"": 118.1890915440647, ""calhr"": 1029.6192, ""calories"": 3, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
28920643458,2025-10-04T12:35:49.087,"{""time"": 15.11, ""distance"": 60.2, ""spm"": 22, ""power"": 212, ""pace"": 118.1890915440647, ""calhr"": 1029.6192, ""calories"": 3, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
29192631125,2025-10-04T12:35:49.359,"{""time"": 15.38, ""distance"": 61.4, ""spm"": 22, ""power"": 212, ""pace"": 118.1890915440647, ""calhr"": 1029.6192, ""calories"": 3, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
29466735500,2025-10-04T12:35:49.633,"{""time"": 15.66, ""distance"": 62.5, ""spm"": 22, ""power"": 212, ""pace"": 118.1890915440647, ""calhr"": 1029.6192, ""calories"": 3, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
29732651458,2025-10-04T12:35:49.899,"{""time"": 15.91, ""distance"": 63.5, ""spm"": 22, ""power"": 212, ""pace"": 118.1890915440647, ""calhr"": 1029.6192, ""calories"": 3, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
30006629958,2025-10-04T12:35:50.173,"{""time"": 16.2, ""distance"": 64.5, ""spm"": 22, ""power"": 212, ""pace"": 118.1890915440647, ""calhr"": 1029.6192, ""calories"": 3, ""heartrate"": 0, ""forceplot"": [46, 46], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
30272682708,2025-10-04T12:35:50.439,"{""time"": 16.46, ""distance"": 65.6, ""spm"": 22, ""power"": 212, ""pace"": 118.1890915440647, ""calhr"": 1029.6192, ""calories"": 3, ""heartrate"": 0, ""forceplot"": [77, 104, 112, 112, 111, 99, 95, 98, 107, 107, 110, 112, 111, 116, 115, 122], ""strokestate"": ""Drive"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
30544695583,2025-10-04T12:35:50.711,"{""time"": 16.72, ""distance"": 66.8, ""spm"": 22, ""power"": 212, ""pace"": 118.1890915440647, ""calhr"": 1029.6192, ""calories"": 3, ""heartrate"": 0, ""forceplot"": [122, 124, 135, 139, 147, 153, 153, 155, 152, 153, 148, 147, 145, 143, 141, 138], ""strokestate"": ""Drive"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
30818891458,2025-10-04T12:35:50.985,"{""time"": 17.01, ""distance"": 68.2, ""spm"": 22, ""power"": 222, ""pace"": 116.38714722736499, ""calhr"": 1064.0352, ""calories"": 4, ""heartrate"": 0, ""forceplot"": [129, 124, 112, 109, 102, 89, 79, 67, 46, 33, 16, 14], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
31084657666,2025-10-04T12:35:51.251,"{""time"": 17.27, ""distance"": 69.4, ""spm"": 22, ""power"": 222, ""pace"": 116.38714722736499, ""calhr"": 1064.0352, ""calories"": 4, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
31356721583,2025-10-04T12:35:51.523,"{""time"": 17.55, ""distance"": 70.7, ""spm"": 22, ""power"": 222, ""pace"": 116.38714722736499, ""calhr"": 1064.0352, ""calories"": 4, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
31622644916,2025-10-04T12:35:51.789,"{""time"": 17.81, ""distance"": 71.9, ""spm"": 22, ""power"": 222, ""pace"": 116.38714722736499, ""calhr"": 1064.0352, ""calories"": 4, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
31888623583,2025-10-04T12:35:52.055,"{""time"": 18.08, ""distance"": 73.0, ""spm"": 22, ""power"": 222, ""pace"": 116.38714722736499, ""calhr"": 1064.0352, ""calories"": 4, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
32162666125,2025-10-04T12:35:52.329,"{""time"": 18.35, ""distance"": 74.1, ""spm"": 22, ""power"": 222, ""pace"": 116.38714722736499, ""calhr"": 1064.0352, ""calories"": 4, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
32434654875,2025-10-04T12:35:52.601,"{""time"": 18.62, ""distance"": 75.1, ""spm"": 22, ""power"": 222, ""pace"": 116.38714722736499, ""calhr"": 1064.0352, ""calories"": 4, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
32700614708,2025-10-04T12:35:52.867,"{""time"": 18.88, ""distance"": 76.1, ""spm"": 22, ""power"": 222, ""pace"": 116.38714722736499, ""calhr"": 1064.0352, ""calories"": 4, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
32966693041,2025-10-04T12:35:53.133,"{""time"": 19.17, ""distance"": 77.2, ""spm"": 22, ""power"": 222, ""pace"": 116.38714722736499, ""calhr"": 1064.0352, ""calories"": 4, ""heartrate"": 0, ""forceplot"": [44, 72, 72, 93, 107, 112, 106, 106, 104, 105, 111, 113, 115, 115, 118, 124], ""strokestate"": ""Drive"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
33232611083,2025-10-04T12:35:53.399,"{""time"": 19.42, ""distance"": 78.4, ""spm"": 22, ""power"": 222, ""pace"": 116.38714722736499, ""calhr"": 1064.0352, ""calories"": 4, ""heartrate"": 0, ""forceplot"": [129, 138, 135, 147, 142, 155, 155, 153, 160, 162, 164, 162, 157, 147, 141, 137], ""strokestate"": ""Drive"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
33498624500,2025-10-04T12:35:53.665,"{""time"": 19.69, ""distance"": 79.7, ""spm"": 22, ""power"": 222, ""pace"": 116.38714722736499, ""calhr"": 1064.0352, ""calories"": 5, ""heartrate"": 0, ""forceplot"": [128, 123, 119, 113, 110, 99, 92, 81, 66, 35, 25], ""strokestate"": ""Dwelling"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
33764724416,2025-10-04T12:35:53.931,"{""time"": 19.95, ""distance"": 80.9, ""spm"": 22, ""power"": 222, ""pace"": 116.38714722736499, ""calhr"": 1064.0352, ""calories"": 5, ""heartrate"": 0, ""forceplot"": [12], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
34036646791,2025-10-04T12:35:54.203,"{""time"": 20.23, ""distance"": 82.2, ""spm"": 22, ""power"": 222, ""pace"": 116.38714722736499, ""calhr"": 1064.0352, ""calories"": 5, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
34302633250,2025-10-04T12:35:54.469,"{""time"": 20.49, ""distance"": 83.4, ""spm"": 22, ""power"": 222, ""pace"": 116.38714722736499, ""calhr"": 1064.0352, ""calories"": 5, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
34568709291,2025-10-04T12:35:54.735,"{""time"": 20.76, ""distance"": 84.5, ""spm"": 22, ""power"": 222, ""pace"": 116.38714722736499, ""calhr"": 1064.0352, ""calories"": 5, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
34834638416,2025-10-04T12:35:55.001,"{""time"": 21.02, ""distance"": 85.6, ""spm"": 22, ""power"": 222, ""pace"": 116.38714722736499, ""calhr"": 1064.0352, ""calories"": 5, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
35106617833,2025-10-04T12:35:55.273,"{""time"": 21.29, ""distance"": 86.6, ""spm"": 22, ""power"": 222, ""pace"": 116.38714722736499, ""calhr"": 1064.0352, ""calories"": 5, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
35372715291,2025-10-04T12:35:55.539,"{""time"": 21.55, ""distance"": 87.6, ""spm"": 22, ""power"": 222, ""pace"": 116.38714722736499, ""calhr"": 1064.0352, ""calories"": 5, ""heartrate"": 0, ""forceplot"": [], ""strokestate"": ""Recovery"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
35638607583,2025-10-04T12:35:55.805,"{""time"": 21.83, ""distance"": 88.7, ""spm"": 22, ""power"": 222, ""pace"": 116.38714722736499, ""calhr"": 1064.0352, ""calories"": 5, ""heartrate"": 0, ""forceplot"": [24, 24, 47, 72, 93, 93, 105, 106, 106, 109, 109, 112, 118], ""strokestate"": ""Drive"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
35912638416,2025-10-04T12:35:56.079,"{""time"": 22.09, ""distance"": 89.8, ""spm"": 22, ""power"": 222, ""pace"": 116.38714722736499, ""calhr"": 1064.0352, ""calories"": 5, ""heartrate"": 0, ""forceplot"": [118, 126, 130, 129, 129, 138, 135, 149, 143, 150, 151, 152, 154, 150, 151, 147], ""strokestate"": ""Drive"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
36186645000,2025-10-04T12:35:56.353,"{""time"": 22.37, ""distance"": 91.2, ""spm"": 22, ""power"": 221, ""pace"": 116.56242934043914, ""calhr"": 1060.5936000000002, ""calories"": 5, ""heartrate"": 0, ""forceplot"": [149, 149, 142, 142, 130, 127, 110, 110, 91, 96, 81, 69, 59, 41, 37, 20], ""strokestate"": ""Dwelling"", ""status"": ""Offline"", ""userid"": ""00000"", ""type"": 1, ""state"": 1, ""inttype"": 255, ""intcount"": 0}"
